"disease" "fee" "group" "count" "avg"
"7516" "脓毒性鼻咽炎" 2684.84 2027.14 1 2684.84
"1178" "前臂裂伤伴感染" 2681.18 1895.95 1 2681.18
"9820" "高血压性心脏病和肾脏病伴有(充血性)心力衰竭" 2680.51 1768.65 1 2680.51
"3210" "急性肝衰竭" 2679.59 1497.87 1 2679.59
"5352" "眼睑疖肿" 2677.81 1274.51 1 2677.81
"1818" "在上下专用工业车辆时的人员损伤" 2677.74 2101 1 2677.74
"2032" "多发性上肢伴有下肢骨折" 2674.63 1654.7 1 2674.63
"6104" "耳疾患 NOS" 2673.18 2056.6 1 2673.18
"590" "亚急性粟粒性肺结核" 2672.65 1803.01 1 2672.65
"9211" "面部皮肤脓肿、疖和痈" 2668.81 1743.23 1 2668.81
"9993" "鼻部瘘管" 2667.82 1802.92 1 2667.82
"10003" "龈下牙石" 2664.54 1927.98 1 2664.54
"8869" "间皮组织和软组织恶性肿瘤" 2662.39 1799.12 1 2662.39
"1328" "单侧感音神经性听觉丧失，对侧听觉不受限制" 2661.4 2032.91 1 2661.4
"122" "上肢和肩良性肿瘤" 2658.82 1952.25 1 2658.82
"964" "内脏移位" 2658.8 2197.53 1 2658.8
"9851" "鹅口疮病" 2657.13 1610.95 1 2657.13
"9353" "颈神经根炎" 2654.97 1567 1 2654.97
"5549" "空洞型肺结核，痰镜检（-）" 2654.28 2069.13 1 2654.28
"675" "伤寒和副伤寒疫苗引起的有害效应" 2654.19 1914.57 1 2654.19
"5474" "碘原性甲状腺机能亢进" 2653.97 1835.21 1 2653.97
"3641" "成(母)脂肪细胞瘤 (D17.-)" 2649.46 1587.32 1 2649.46
"7110" "胎儿和新生儿受母体情况影响" 2649 677.24 1 2649
"5214" "直肠损伤" 2647.16 1742.88 1 2647.16
"165" "上肢黑素细胞痣" 2645.12 2044.78 1 2645.12
"2067" "多发性颅神经损害" 2644.79 2109.3 1 2644.79
"7434" "脑灰质炎" 2642.46 1571.62 1 2642.46
"5649" "精神紧张" 2641.89 1569.46 1 2641.89
"8564" "踝骨肿物" 2640.64 1541.46 2 1320.32
"8070" "舌白色水肿" 2640.03 1715.18 1 2640.03
"802" "免疫缺陷病" 2638.44 2011.09 1 2638.44
"9228" "面骨骨折 NOS" 2637.64 1835.18 1 2637.64
"9062" "陈旧性角膜炎" 2636.81 1151.63 2 1318.405
"725" "倾倒综合征(胃切除术后综合征)" 2633.44 2008.53 1 2633.44
"8046" "舌出血" 2632.8 943.95 1 2632.8
"8400" "诺卡氏[放线]菌病 NOS" 2631.87 2051.31 1 2631.87
"4289" "流产后延迟出血" 2628.96 1547.12 1 2628.96
"938" "其它继发性高血压" 2626.29 1795.86 1 2626.29
"3746" "手术后支气管胸膜瘘" 2622.43 1680.3 1 2622.43
"8865" "间歇性外斜视" 2621.57 295.49 1 2621.57
"6160" "肋骨骨髓炎" 2620.96 1571.74 1 2620.96
"9230" "鞍区病变" 2619.59 1341.89 1 2619.59
"2114" "大泡性皮炎 NOS" 2618.62 1705.22 1 2618.62
"2963" "心源性水肿" 2617.89 2112.6 1 2617.89
"9675" "骨软骨瘤病 NOS (D48.0)" 2617.05 1373.92 1 2617.05
"2388" "子宫异物" 2616.91 1492.09 1 2616.91
"8319" "视神经盘的脉络膜小疣" 2616 1483.38 1 2616
"3294" "急性风湿性心肌炎" 2614.28 1855.48 2 1307.14
"300" "下肢黑色素痣 (M87200/0)" 2614.22 2062.84 1 2614.22
"3548" "慢性肺芽生菌病" 2611.95 2089.24 1 2611.95
"5459" "硬化萎缩性苔藓" 2611.66 1611.52 1 2611.66
"858" "其他丘疹鳞屑性疾患" 2607.25 2013.16 1 2607.25
"834" "关节囊炎 NOS" 2606.97 1330.46 1 2606.97
"8244" "血管(平滑)肌瘤" 2602.08 1899.84 1 2602.08
"7307" "脉络膜变性" 2600.6 1722.23 1 2600.6
"8252" "血管性耳鸣" 2599.83 1694.93 1 2599.83
"9033" "陈旧性结核性脑膜炎" 2598.38 1204.38 1 2598.38
"8511" "跟腓(韧带)扭伤和劳损" 2598.23 0 1 2598.23
"3504" "慢性混合的单纯性支气管炎" 2597.71 1158.31 1 2597.71
"4820" "甲状腺危象" 2597.07 1658.99 1 2597.07
"6873" "肾血管性高血压" 2596.37 1676.48 1 2596.37
"2886" "引产失败" 2595.16 812.5 1 2595.16
"80" "一过性抽动障碍" 2593.9 1118.41 1 2593.9
"3299" "急性髓样(粒细胞性)白血病 (C92.0)(FAB:Ｍ1未分化型，Ｍ2部分分化型)" 2591.73 0 1 2591.73
"3948" "新生儿发热" 2589.94 2018.97 1 2589.94
"9256" "颅内低压综合征[位置性头痛]" 2588.43 1613.13 2 1294.215
"8478" "足部疖" 2588.31 2042 1 2588.31
"6949" "胃肌腺瘤" 2587.74 1988.76 1 2587.74
"1410" "厌氧菌肠炎" 2585.45 1593.12 1 2585.45
"4687" "特指细菌性食物中毒" 2585.29 1187.69 2 1292.645
"2473" "完全性右束枝传导阻滞" 2583.97 1698.99 1 2583.97
"8359" "视网膜静脉周围炎" 2581.56 1400.64 1 2581.56
"2923" "心内膜炎" 2580.35 1756.96 1 2580.35
"332" "不育由于男方少精症的女性不育症" 2577.38 2085.6 1 2577.38
"6026" "老年性心肌炎" 2577.17 1637.5 1 2577.17
"8302" "被非军用枪误伤" 2576.94 1182.51 1 2576.94
"2736" "巨大色素痣内恶性黑色素瘤" 2576.77 1660.38 1 2576.77
"1590" "可疑疾病观察" 2575.35 1346.54 1 2575.35
"2185" "天花" 2571.94 1860.34 1 2571.94
"1731" "唇及口腔粘膜的其他疾病" 2568.91 1540.31 1 2568.91
"4334" "浸润性小叶癌" 2568.87 1808.56 1 2568.87
"5532" "神经鞘膜瘤病 NOS" 2568.85 1714.22 1 2568.85
"1460" "双侧上肢多个部位骨折" 2568.6 1493.98 1 2568.6
"2610" "小腿纤维瘤病" 2567.85 1609.23 1 2567.85
"7963" "膝关节结核" 2567.2 1907.99 1 2567.2
"7109" "胎儿和新生儿受前置胎盘影响" 2565.56 879.52 1 2565.56
"2088" "多处烧伤 NOS" 2565.45 1902.43 1 2565.45
"5908" "结肠造口术后状态" 2557.67 1872.06 1 2557.67
"3" "1型糖尿病伴并发症" 2556.67 1735.88 1 2556.67
"3133" "急性头面部淋巴结炎" 2554.31 1370.72 1 2554.31
"777" "先天性肾上腺皮质增生症" 2551.49 1465.08 1 2551.49
"8732" "运动神经元变性病" 2548.54 1730.91 1 2548.54
"2302" "妊娠合并肺部感染" 2548.14 1986.08 1 2548.14
"2957" "心房血拴" 2547.24 1345.68 1 2547.24
"1936" "夏伊-德雷格尔综合征" 2545.67 1550.15 1 2545.67
"6678" "肺炎支原体性肺炎" 2544.64 1695.86 1 2544.64
"2973" "心绞痛Ｘ－综合征[微血管型心绞痛]" 2544.4 1654.53 1 2544.4
"3093" "急性化脓性阑尾炎伴阑尾周围炎" 2542.95 1815.86 1 2542.95
"9415" "颊部炎性假瘤" 2542.16 1794.3 1 2542.16
"5995" "继发闭经" 2540.13 1235.57 1 2540.13
"2115" "大泡性角膜炎" 2534.15 1259.75 1 2534.15
"7309" "脉络膜疾患" 2533.39 1203.32 1 2533.39
"7849" "腹部周围神经损伤" 2533.14 844.22 1 2533.14
"8300" "被特指爬行动物咬伤或抓伤" 2532.61 1383.65 1 2532.61
"334" "不规则阴道出血" 2531.46 1472.18 2 1265.73
"2411" "子宫绒毛膜上皮癌 (M91000/3)" 2530.45 1901.24 1 2530.45
"768" "先天性晶状体脱位" 2528.58 1805.74 1 2528.58
"8770" "部分性视网膜静脉闭塞" 2527.59 1595.84 1 2527.59
"5454" "硬化性皮结核" 2527.41 1654.97 1 2527.41
"618" "产科术后切口感染" 2527.01 820.6 2 1263.505
"9883" "黄色瘤" 2526.14 1366.74 1 2526.14
"2720" "居布勒－米亚尔麻痹[交叉性偏瘫]" 2525.99 1862.7 1 2525.99
"5383" "眼科瘤病" 2524.99 1357.47 1 2524.99
"2512" "宫颈糜烂和外翻" 2523.74 1263.26 2 1261.87
"2297" "妊娠合并支气管炎" 2521.89 1457.29 1 2521.89
"4315" "浅层点状角膜炎" 2518.76 1636.79 1 2518.76
"594" "亚急性重型乙型病毒性肝炎" 2517.59 1454.92 1 2517.59
"5931" "结膜黄斑" 2513.84 1927.19 1 2513.84
"584" "亚临床性糖尿病[隐性糖尿病]" 2511.05 1217.27 2 1255.525
"4333" "浸润性导管癌 (C50.-)" 2510.95 1686.57 2 1255.475
"8213" "血吸虫肝" 2510.25 1439.26 1 2510.25
"4729" "特指部位皮肤脓肿、疖和痈" 2508.87 1607.66 1 2508.87
"3005" "心脏瓣膜假体引起感染和炎症性反应" 2505.47 1946.03 1 2505.47
"9754" "髋和大腿水平的肌肉和肌腱损伤" 2505.04 1025.98 1 2505.04
"5357" "眼睑瘘" 2504.38 1693.61 1 2504.38
"2462" "孕产妇高血压" 2504.03 1221.9 1 2504.03
"9002" "附睾炎性假瘤" 2502.49 1008.29 2 1251.245
"9753" "髋和大腿水平的神经损伤" 2502.45 1129.1 1 2502.45
"2090" "多处皮肤破损" 2501.56 1860.54 1 2501.56
"2895" "弥漫性泛细支气管炎" 2501.49 1555.41 1 2501.49
"8708" "边缘性角膜溃疡" 2499.2 1607.41 1 2499.2
"8277" "血管运动性鼻炎" 2497.68 1798.36 1 2497.68
"7527" "脓皮病" 2497.62 1474.13 1 2497.62
"2464" "孤立性心肌炎" 2497.16 1622.27 1 2497.16
"321" "不完全和部分葡萄胎" 2497.09 1229.92 1 2497.09
"8434" "足底疔病" 2496.7 1927.94 1 2496.7
"2144" "大脑动脉粥样硬化症" 2496.61 1818.53 1 2496.61
"2546" "小核裂细胞滤泡性恶性淋巴瘤 (C82.0)" 2495.88 1609.14 1 2495.88
"3057" "急性乙型重症肝炎伴肝昏迷" 2495.51 1644.98 1 2495.51
"2053" "多发性结核病" 2494.72 1674.09 1 2494.72
"9283" "颅脑恶性肿瘤切除个人史" 2493.5 1656.45 1 2493.5
"8540" "踝关节积血" 2492.85 1298.92 1 2492.85
"7267" "胸部皮肤擦伤" 2489.7 1558.59 1 2489.7
"2252" "头颈皮脂腺囊肿" 2486.9 1695.51 1 2486.9
"9958" "鼻瘘" 2486.01 1985.65 1 2486.01
"155" "上肢血管畸形" 2483.78 1754.61 1 2483.78
"1470" "双侧腹股沟疝伴坏疽" 2482.55 2052.44 1 2482.55
"7122" "胎盘早剥伴凝血缺陷" 2481.94 737.09 1 2481.94
"7940" "膝关节创伤性脂肪组织增生[霍法病]" 2479.71 1912.07 1 2479.71
"2195" "头、颈、面烧伤" 2479.27 1398.29 2 1239.635
"3715" "手指疖孔状畸形" 2477.52 1405.84 1 2477.52
"9198" "面部挤压伤" 2476.17 1855.33 1 2476.17
"870" "其他局限性结缔组织疾患" 2475.03 1661.33 1 2475.03
"6045" "老年性皮肤萎缩" 2473.28 1957.4 1 2473.28
"441" "主动脉硬化" 2471.93 2037.54 1 2471.93
"9791" "高山病" 2471.3 1399.1 1 2471.3
"476" "乳头状囊腺瘤 NOS (D27)" 2470.17 1271.91 1 2470.17
"801" "免疫疾病 NOS" 2467.87 1652.58 2 1233.935
"3400" "感染性结膜炎" 2463.69 1069.81 2 1231.845
"3624" "慢性风湿性心包炎" 2461.44 1628.48 1 2461.44
"1152" "前臂其他和未特指的损伤" 2457.86 1885.36 1 2457.86
"5350" "眼睑特指深部炎症" 2457.42 1260.62 1 2457.42
"2715" "局限性脑萎缩" 2457.05 1316.34 1 2457.05
"4284" "洗涤剂过敏引起的皮炎" 2456.55 1965.17 1 2456.55
"1597" "同心性硬化[鲍洛]" 2455.79 1571.04 1 2455.79
"685" "低眼压症" 2453.13 1564.34 1 2453.13
"875" "其他急性病毒性肝炎" 2450.57 1187.14 1 2450.57
"604" "产伤引起的结膜下出血" 2449.64 1511.21 1 2449.64
"6682" "肺炎杆菌性肺炎" 2447.97 1602.56 1 2447.97
"9080" "陈旧性鼻骨骨折" 2447.96 1416.97 1 2447.96
"8964" "阴道非炎性疾患" 2445.86 1574.89 1 2445.86
"4955" "痛性尿淋沥" 2440.89 1643.48 1 2440.89
"6561" "肩胛骨开放性骨折" 2439.39 1333.82 1 2439.39
"8772" "部分胎盘和胎膜滞留不伴出血" 2439.03 650.25 1 2439.03
"7308" "脉络膜和视网膜疾患" 2438.15 1340.72 1 2438.15
"1537" "变性近视" 2436.4 1765.71 1 2436.4
"3489" "慢性泪小管炎" 2435.67 1486.29 1 2435.67
"601" "交替性内斜视" 2433.9 400.1 1 2433.9
"8831" "链球菌感染" 2431.65 1871.16 1 2431.65
"1484" "双相情感障碍，目前为缓解状态" 2429.97 1229.05 1 2429.97
"2041" "多发性指骨骨折" 2429.47 1122.27 1 2429.47
"6700" "肺石病" 2429.32 1437.44 1 2429.32
"7352" "脊髓性肌萎缩 NOS" 2427.62 1488.59 1 2427.62
"4181" "毛细血管扩张症" 2423.17 2056.58 1 2423.17
"7026" "胆囊腺瘤样息肉" 2421.12 1340.65 1 2421.12
"4706" "特指脂溢性皮炎" 2420.69 1447.16 1 2420.69
"752" "先天性前额变形" 2420.57 1412.77 2 1210.285
"8960" "阴道脱垂" 2419.5 1445.02 1 2419.5
"9253" "顽固性贫血伴有胚细胞过多 (M99830/1)" 2418.55 1827.64 1 2418.55
"2172" "大腿肌间脓肿" 2414.72 1330.92 1 2414.72
"9678" "骨骼肌松弛剂[神经肌肉阻滞剂]中毒" 2413.26 1603.42 1 2413.26
"7860" "腺样体肥大" 2412.62 1634.68 1 2412.62
"8386" "角膜良性肿瘤" 2412.07 1269.91 1 2412.07
"5123" "皮肤病（红皮病）" 2411.46 1183.66 1 2411.46
"2008" "外阴水肿" 2411.37 1655.51 1 2411.37
"9304" "颈动脉假性动脉瘤" 2404.01 1101.9 1 2404.01
"9532" "食物媒介产气荚膜梭状芽胞杆菌食物中毒" 2403.05 737.83 2 1201.525
"2159" "大脑静脉血栓形成脑梗死" 2401.24 1726.3 1 2401.24
"3422" "慢性乳腺炎" 2401.22 908.66 1 2401.22
"497" "乳房交界恶性肿瘤" 2401.13 1109.35 1 2401.13
"79" "一过性(短暂性)抽动障碍" 2398.01 1374.95 1 2398.01
"223" "下肢周围神经和自主神经良性肿瘤" 2397.17 1572.09 1 2397.17
"6771" "肾上腺髓质增生" 2396.84 1297.14 1 2396.84
"6102" "耳疖病" 2395.17 1197.33 1 2395.17
"8684" "输卵管间质部妊娠" 2390.82 1376.57 1 2390.82
"7272" "胸锁关节扭伤和劳损" 2390.55 1779.92 1 2390.55
"5548" "空洞型肺结核，未提及细菌学或组织学的证实" 2390.1 1633.05 1 2390.1
"2547" "小泡性口炎" 2389.04 1955.33 1 2389.04
"8492" "趾挫伤" 2387.15 1372.45 1 2387.15
"6909" "胃底贲门恶性肿瘤" 2383.35 1951.05 1 2383.35
"3797" "托伦瓦尔特囊肿或病[咽囊肿]" 2382.67 1490.93 1 2382.67
"4108" "梭状芽胞杆菌性蜂窝组织炎" 2379.17 1339.92 1 2379.17
"1453" "原有高血压并发先兆子痫" 2375.16 1171.08 2 1187.58
"5241" "直肠静脉曲张破裂" 2364.59 1669.74 1 2364.59
"6785" "肾变病综合症" 2364.58 1063.77 1 2364.58
"1962" "外眼异物" 2363.7 1534.61 1 2363.7
"4566" "牛皮癣" 2362.72 903.68 1 2362.72
"6681" "肺炎杆菌引起的先天性肺炎" 2361.6 1506.42 1 2361.6
"2714" "局限性肺炎" 2358.26 1749.86 1 2358.26
"97" "三角肌下滑囊炎" 2356.58 1596.48 1 2356.58
"8560" "踝腱鞘脓肿" 2355.2 1597.87 1 2355.2
"7982" "膝部开放性伤口" 2355.03 1414.58 1 2355.03
"2794" "幽门失弛缓症" 2353.8 1469.92 1 2353.8
"3817" "拇指创伤性截断" 2351.78 1240.23 1 2351.78
"27" "2型糖尿病性神经原性膀胱" 2349.48 1801.42 1 2349.48
"4168" "母亲伴有妊娠糖尿病的婴儿综合征" 2347.13 745.9 1 2347.13
"926" "其他静脉栓塞和血栓形成" 2345.37 1754.9 1 2345.37
"3563" "慢性肾盂炎 NOS" 2343.23 1186.14 1 2343.23
"8870" "间质性心肌炎" 2340.81 1462.53 1 2340.81
"8664" "输卵管卵巢囊肿" 2339.42 988.79 1 2339.42
"5933" "结节性多动脉炎(全动脉炎)(坏死性血管炎）" 2339.18 894.8 1 2339.18
"813" "全身性多发性硬化" 2338.61 1838.99 1 2338.61
"8529" "跳河自杀" 2336.07 1592.2 1 2336.07
"8185" "虹膜睫状体炎 NOS" 2334.98 1677.22 1 2334.98
"5997" "绿脓杆菌感染" 2332.3 1868.49 1 2332.3
"8824" "链球菌引起的急性支气管炎" 2331.26 1372.04 1 2331.26
"7509" "脑软化伴脑血栓" 2329.63 1524.17 1 2329.63
"3365" "恶性黑(色素)瘤 NOS" 2325.65 1338.7 2 1162.825
"2186" "太阳病" 2322.82 1502.19 1 2322.82
"9222" "面部血管瘤" 2322.64 1340.86 1 2322.64
"5974" "继发性多发性关节病" 2321.03 1119.86 1 2321.03
"7490" "脑血管交界恶性肿瘤" 2320.6 1778.97 1 2320.6
"6629" "肺动脉高压重度" 2318.6 1285.73 1 2318.6
"5269" "眼内直肌麻痹" 2318.17 1637.03 1 2318.17
"5604" "类风湿性腕关节关节炎" 2312.38 1242.73 2 1156.19
"8417" "贲门弛缓不能" 2311.57 1693.26 1 2311.57
"2158" "大脑良性肿瘤" 2309.82 1286.29 2 1154.91
"1095" "前列腺充血和出血" 2309.43 1595.57 1 2309.43
"4850" "甲状腺肿伴甲状腺机能亢进" 2308.81 1092.42 1 2308.81
"6019" "罗森米勒窝(咽隐窝)恶性肿瘤" 2306.67 1218.25 1 2306.67
"2075" "多发性骨髓瘤和恶性浆细胞肿瘤 (M973，M9830，/3)" 2305.35 1873.31 1 2305.35
"3944" "斜视 NOS" 2304.87 533.67 1 2304.87
"1834" "坏疽性脓皮症" 2304.42 1715.98 1 2304.42
"4243" "泌尿生殖系假体装置、植入物和移植物并发症" 2304.29 728.74 1 2304.29
"7522" "脓疱性皮疹" 2303.05 870.44 1 2303.05
"7116" "胎儿染色体异常产妇医疗" 2302.5 1131.08 1 2302.5
"9147" "非创伤性脑损伤后遗症 NOS" 2301.52 1164.39 1 2301.52
"10005" "龈乳头炎" 2300.1 1821.25 1 2300.1
"2136" "大脑中动脉蛛网膜下出血" 2300.02 585.03 1 2300.02
"4640" "特指感染性脊椎病" 2295.3 1663.15 1 2295.3
"6533" "肩关节或上臂肌腱损伤的后遗症" 2292.75 1663.8 1 2292.75
"2321" "妊娠期营养不良" 2288.61 1147.98 1 2288.61
"771" "先天性玻璃体混浊" 2287.92 1587.44 1 2287.92
"5145" "皮肤良性肿瘤 NOS" 2282.61 1353.8 1 2282.61
"4358" "涎腺疾病" 2281.9 1547.42 1 2281.9
"6567" "肩蜂窝织炎" 2280.31 1685.54 1 2280.31
"9410" "颊原位癌" 2280.09 1703.77 1 2280.09
"134" "上肢残端修整" 2278.67 1670.26 1 2278.67
"3541" "慢性肝损害" 2278.5 1497.37 1 2278.5
"2744" "巴尔通体病" 2276.23 1820.91 1 2276.23
"1754" "喉溃疡" 2275.35 1594.87 1 2275.35
"4446" "渗出性脉络膜脱离" 2272.3 1337.93 1 2272.3
"6472" "股骨多发性骨折" 2268.28 1516.57 1 2268.28
"6097" "耳损伤" 2267.78 1439.54 1 2267.78
"3703" "手指变形" 2265.88 1696.09 1 2265.88
"8180" "虫媒病毒性发热" 2265.18 818.88 1 2265.18
"6539" "肩关节结核" 2264.25 1523.94 1 2264.25
"3235" "急性胃扩张" 2262.99 1248.07 1 2262.99
"9126" "静脉周围炎" 2261.3 1783.16 1 2261.3
"9207" "面部特指部位原位黑色素瘤" 2260.8 1479.36 1 2260.8
"3827" "拔牙创口出血" 2258.9 821.07 1 2258.9
"6278" "肛门生殖器疱疹" 2258.39 1637.09 1 2258.39
"2021" "外阴良性肿瘤" 2256.03 1437.85 1 2256.03
"7822" "腹膜后脂肪瘤样良性肿瘤" 2255.13 1137.35 1 2255.13
"4948" "痉挛性大脑性麻痹[瘫痪]" 2254.71 1295.89 1 2254.71
"6960" "胃肠外麻痹药引的有害效应" 2254.29 1754.97 1 2254.29
"635" "人流后感染(脓毒性流产)" 2253.1 1509.71 1 2253.1
"628" "人为冷源效应" 2252.95 1426.92 1 2252.95
"608" "产伤致新生儿脑出血" 2252.66 1439.07 1 2252.66
"894" "其他特指的细菌感染" 2251.2 1606.04 1 2251.2
"1843" "坐骨神经良性肿瘤" 2250.63 1407.29 1 2250.63
"8187" "蚕蚀性角膜溃疡" 2247.79 946.37 1 2247.79
"4157" "正常眼压性青光眼" 2245.8 1195.48 1 2245.8
"8660" "轻度贫血" 2237.95 1423.46 1 2237.95
"3962" "施奈德氏癌" 2235.78 1529.36 1 2235.78
"4331" "浸润型肺结核，痰培养（+）" 2233.42 1552.85 1 2233.42
"4621" "特指多个心瓣膜疾病" 2231.36 1275.75 1 2231.36
"8458" "足肌腱端病" 2230.41 1104.98 1 2230.41
"891" "其他特指的染色体异常" 2228.32 1696.63 1 2228.32
"1821" "地丝菌口炎" 2227.27 1799.3 1 2227.27
"3945" "斜颈" 2225.9 1211.81 1 2225.9
"1611" "后天性脊柱变形" 2225.67 1886 1 2225.67
"4756" "猩红热心肌炎" 2223.73 1269.18 1 2223.73
"5289" "眼炎后青光眼" 2223.19 1452.51 1 2223.19
"4175" "毒血症" 2221.82 1530.27 1 2221.82
"8858" "闭塞性肝静脉内膜炎[巴德－基亚里二氏综合征]" 2220.6 1638.99 1 2220.6
"7124" "胎盘疾病" 2219.68 1099.87 1 2219.68
"6436" "肠粪嵌塞或便结" 2219.18 0 1 2219.18
"9409" "颊内部恶性肿瘤" 2218.86 1448.28 1 2218.86
"632" "人工流产后子宫穿孔" 2218.71 604.46 1 2218.71
"3505" "慢性渗出性中耳炎" 2216.08 1632.19 1 2216.08
"2622" "尪痹病" 2210.93 1284.42 1 2210.93
"9095" "难免性流产" 2202.58 846.21 1 2202.58
"1839" "坐骨直肠脓肿" 2200.3 1714.41 1 2200.3
"6610" "肺上下叶恶性肿瘤" 2198.23 1403.75 1 2198.23
"2121" "大细胞(ki-1＋)淋巴瘤" 2197.96 1126.87 1 2197.96
"8764" "避孕环残留 (Y76.201)" 2197.96 0 1 2197.96
"3398" "感染性精索水囊肿" 2197.71 1172.32 1 2197.71
"1550" "口腔、食管和胃原位癌" 2195.26 1229.47 1 2195.26
"9227" "面部错构瘤" 2189.74 1232.68 1 2189.74
"8073" "舌肉芽肿" 2186.65 1448.85 1 2186.65
"1921" "复发性虹膜睫状体炎" 2185.36 1222.03 1 2185.36
"8864" "间歇性(交替性)(单眼性)内斜视" 2183.73 1823.83 1 2183.73
"2656" "尿流不佳" 2183.62 1402.99 1 2183.62
"6286" "肛门皮赘" 2183.47 1554.02 1 2183.47
"2604" "小腿水平腓侧肌群肌肉损伤" 2181.95 1216.94 1 2181.95
"3679" "扁桃体结核，细菌学（+）" 2178.44 1018.02 1 2178.44
"7318" "脊柱关节强硬" 2177.08 1590.6 1 2177.08
"8496" "趾脓肿" 2176.61 829.47 1 2176.61
"3509" "慢性牙髓炎" 2175.5 1435.29 1 2175.5
"361" "中孕人工流产" 2173.22 628.65 2 1086.61
"5126" "皮肤瘰疠(结核)" 2172.98 1750.51 1 2172.98
"6602" "肱骨踝上开放性骨折" 2169.75 1725.34 1 2169.75
"9531" "食物和呕吐物引起的肺炎" 2168.36 1219.35 1 2168.36
"3952" "新生儿母亲胎儿血型不合(ABO溶血)" 2167.68 1341.13 1 2167.68
"8996" "附带妊娠状态" 2167.33 975.92 1 2167.33
"8705" "输精管绝育术后成形术" 2164.25 1597.09 1 2164.25
"3445" "慢性单纯性青光眼" 2164.22 1163.27 2 1082.11
"619" "产科血块栓塞" 2163.22 1462.85 1 2163.22
"7317" "脊柱关节僵硬" 2160.76 1195.81 1 2160.76
"1602" "后天性拇(足)内翻" 2158.43 1208.22 1 2158.43
"993" "冠状动脉血栓形成" 2157.68 1615.52 1 2157.68
"943" "具有胚胎停止发育史妊娠监督" 2155.53 1396.8 1 2155.53
"3673" "扁桃体曲霉病" 2153.65 1678.8 1 2153.65
"9485" "颞下颌关节-疼痛-功能紊乱综合征" 2152.37 815.74 1 2152.37
"7229" "胸腔良性肿瘤" 2147.28 972.88 1 2147.28
"4470" "溃疡性龈炎" 2145.92 1340.36 1 2145.92
"4344" "消化系统的其他疾病" 2143.6 1802.21 1 2143.6
"5607" "类风湿性颞下颌关节炎" 2142.25 1838.52 1 2142.25
"1488" "双眼视力低下" 2141.95 1278.09 1 2141.95
"9175" "面不对称" 2141.5 1192.72 1 2141.5
"8985" "阿弗他口炎" 2140.46 1620.6 1 2140.46
"3531" "慢性细菌性痢疾急性发作" 2140.39 1331.47 2 1070.195
"115" "上肢伴下肢多部位挤压伤" 2136.17 1143.91 1 2136.17
"5656" "精索炎" 2135.16 1354.15 1 2135.16
"3112" "急性咽气管炎" 2135.13 1159.72 1 2135.13
"5588" "类风湿性关节炎伴心包炎" 2133.1 1527.16 1 2133.1
"4369" "淋巴样白血病" 2130.28 1656.36 1 2130.28
"3325" "息肉样鼻窦变性" 2129.55 973.04 1 2129.55
"9363" "颈部周围神经损伤" 2128.98 1303.17 1 2128.98
"1578" "口舌痰包病" 2128.54 1309.89 1 2128.54
"4059" "根尖周脓肿" 2127.3 1262.05 1 2127.3
"6405" "肠出血性大肠杆菌感染" 2124.37 1643.97 1 2124.37
"6919" "胃损伤伴开放性伤口" 2124.03 1310.5 1 2124.03
"5085" "皮肤和皮下组织异物性肉芽肿" 2123.58 1269.53 1 2123.58
"7875" "腺瘤样息肉" 2120.56 1125.66 1 2120.56
"5781" "线状IgA大疱性皮炎" 2120.28 1487.31 1 2120.28
"2605" "小腿水平血管损伤" 2118.41 1328.72 1 2118.41
"1637" "周围神经和自主神经系统良性肿瘤" 2115.6 1633.7 1 2115.6
"9860" "麻疹并喉炎" 2115.31 984.27 1 2115.31
"6047" "老年性紫癜" 2113.26 1852.86 1 2113.26
"3605" "慢性间质性胰腺炎" 2113.13 1804.64 1 2113.13
"6652" "肺放线菌病" 2112.6 1741.79 1 2112.6
"6296" "肛隐窝炎" 2111.03 739.96 1 2111.03
"2946" "心导管检查术后" 2110.3 1640.61 1 2110.3
"2945" "心室纤维性颤动(心室纤颤)" 2109.44 1404.92 1 2109.44
"8102" "花冠状白内障" 2108.62 1410.8 1 2108.62
"9109" "霉菌性肺炎" 2103.93 1527.05 1 2103.93
"8971" "阵发性心房扑动" 2102.51 1338.15 1 2102.51
"6037" "老年性痣" 2102.42 1830.66 1 2102.42
"7817" "腹膜假粘液瘤" 2102.16 1250.89 1 2102.16
"6108" "耳的其他疾患，不可归类在他处者" 2101.64 1375.45 1 2101.64
"3162" "急性梗阻性胆管炎" 2098.26 703.73 1 2098.26
"4483" "滑囊脓肿" 2096.72 1109.69 1 2096.72
"6782" "肾及输尿管恶性肿瘤" 2094.6 1387.44 1 2094.6
"7098" "背部感染性窦道" 2093.49 1407.16 1 2093.49
"8340" "视网膜微血管栓塞" 2092.63 1296 1 2092.63
"7247" "胸膜恶性间皮瘤 (M90500/3)" 2090 1699.23 1 2090
"761" "先天性大脑动脉瘤" 2087.46 591.83 1 2087.46
"8912" "阴囊疝" 2086.15 1063.63 1 2086.15
"656" "会厌结核" 2085.34 1324.19 1 2085.34
"6273" "肛门淋菌球感染" 2083.98 1703.73 1 2083.98
"776" "先天性肌强直" 2083.73 1768.81 1 2083.73
"5394" "睑(缘)炎" 2082.7 1412.55 1 2082.7
"8438" "足开放性外伤累及肌腱" 2081.43 899.24 1 2081.43
"9578" "食管贲门粘膜撕裂综合征" 2078.69 1074.11 1 2078.69
